Datum,Stock price
2019-01-01 00:00:00,1.0000689241829261
2019-01-01 01:00:00,0.9970368093338124
2019-01-01 02:00:00,0.9852745451448902
2019-01-01 03:00:00,0.9851951685105427
2019-01-01 04:00:00,0.981276519490315
2019-01-01 05:00:00,0.9763008197307018
2019-01-01 06:00:00,0.9606557671623384
2019-01-01 07:00:00,0.9556852032801019
2019-01-01 08:00:00,0.9532852116518822
2019-01-01 09:00:00,0.9467625469074038
2019-01-01 10:00:00,0.9532712372747324
2019-01-01 11:00:00,0.9712156851300835
2019-01-01 12:00:00,0.9743547953117071
2019-01-01 13:00:00,0.9818040975750778
2019-01-01 14:00:00,1.001169872010994
2019-01-01 15:00:00,1.0058457714843732
2019-01-01 16:00:00,1.0226209455660267
2019-01-01 17:00:00,1.0128846479056195
2019-01-01 18:00:00,1.0114594962585342
2019-01-01 19:00:00,1.02563834508175
2019-01-01 20:00:00,1.0331238773224714
2019-01-01 21:00:00,1.0335356894164507
2019-01-01 22:00:00,1.043783923541599
2019-01-01 23:00:00,1.0480958804604426
2019-01-02 00:00:00,1.0539544124789368
2019-01-02 01:00:00,1.050021640101835
2019-01-02 02:00:00,1.0524265489707019
2019-01-02 03:00:00,1.0561861330983398
2019-01-02 04:00:00,1.0506387409724909
2019-01-02 05:00:00,1.027476827278714
2019-01-02 06:00:00,1.0266291816079705
2019-01-02 07:00:00,1.0539762271730897
2019-01-02 08:00:00,1.0243694213342271
2019-01-02 09:00:00,1.014480349346333
2019-01-02 10:00:00,1.012077230491557
2019-01-02 11:00:00,1.0150515698995857
2019-01-02 12:00:00,1.0274445868984101
2019-01-02 13:00:00,1.0390108435774126
2019-01-02 14:00:00,1.0536460610154823
2019-01-02 15:00:00,1.0694649793555873
2019-01-02 16:00:00,1.0620508629590348
2019-01-02 17:00:00,1.0614732699376543
2019-01-02 18:00:00,1.055879179588593
2019-01-02 19:00:00,1.0608746387612458
2019-01-02 20:00:00,1.0566837431168816
2019-01-02 21:00:00,1.046373344628486
2019-01-02 22:00:00,1.0680898548185211
2019-01-02 23:00:00,1.0664368670331275
2019-01-03 00:00:00,1.0592442992474205
2019-01-03 01:00:00,1.0686807436502472
2019-01-03 02:00:00,1.055004460989536
2019-01-03 03:00:00,1.0494051876535493
2019-01-03 04:00:00,1.0416240515229944
2019-01-03 05:00:00,1.0199405750910422
2019-01-03 06:00:00,0.9914633280549962
2019-01-03 07:00:00,0.9909090374447613
2019-01-03 08:00:00,0.9840423104090334
2019-01-03 09:00:00,0.977165534012326
2019-01-03 10:00:00,0.9852871595412541
2019-01-03 11:00:00,0.9759242097409375
2019-01-03 12:00:00,0.9938014326503979
2019-01-03 13:00:00,0.975997066989529
2019-01-03 14:00:00,0.9473525690499383
2019-01-03 15:00:00,0.9451202146852964
